  5.0416090E-01   1.2283977E+18   4.9445274E+16   3.0336115E+00   9.2377374E-01
  5.0187083E-01   1.3426499E+18   3.2963516E+16   5.3200155E+00   1.6166040E+00
  4.9978923E-01   1.4255387E+18   6.5927032E+16   1.0841547E+01   2.7713212E+00
  4.9750053E-01   1.4409004E+18   3.2963516E+16   3.4378585E+01   1.3856606E+00
  4.9541985E-01   1.4578622E+18   3.2963516E+16   1.4032533E+01   1.1547172E+00
  4.9292222E-01   1.5375507E+18   3.2963516E+16   1.5399001E+01   4.6188687E-01
  4.9063443E-01   1.4869853E+18   4.9445274E+16   5.2163789E+00   1.1547172E+00
  4.8834527E-01   1.5353104E+18   4.9445274E+16   1.5356779E+01   1.1547172E+00
  4.8626139E-01   1.7830169E+18   6.5927032E+16   1.0256831E+01   4.8507717E+00
  4.8396858E-01   2.0950501E+18   8.2408790E+16   3.5175692E+01   4.8498121E+00
  4.8167347E-01   2.5719010E+18   9.8890548E+16   5.9611554E+01   1.8475475E+00
  4.7958457E-01   3.1822061E+18   9.8890548E+16   3.7885599E+01   3.6950950E+00
  4.7708236E-01   3.5915298E+18   1.1617239E+17   6.0495025E+01   3.2332081E+00
  4.7478588E-01   4.1672712E+18   1.1697248E+17   5.7704512E+01   3.0022647E+00
  4.7269880E-01   4.6457222E+18   1.3185406E+17   7.1999974E+01   3.2332081E+00
  4.7018791E-01   5.6813527E+18   1.6561767E+17   7.4294055E+01   3.4651111E+00
  4.6788366E-01   6.8174739E+18   1.9778110E+17   7.5194799E+01   3.9269980E+00
  4.6580069E-01   6.9992533E+18   1.9858118E+17   8.4875231E+01   3.4641515E+00
  4.6329254E-01   7.8371026E+18   1.9698101E+17   9.5939405E+01   2.7713212E+00
  4.6119860E-01   8.8100064E+18   2.1346277E+17   8.9913764E+01   3.0032243E+00
  4.5890030E-01   9.5176019E+18   2.4722637E+17   9.5895263E+01   3.2341677E+00
  4.5681505E-01   9.8641988E+18   2.3074461E+17   1.0234057E+02   3.2322485E+00
  4.5453001E-01   9.6158524E+18   2.4802646E+17   1.0278326E+02   3.4631919E+00
  4.5201454E-01   1.0981118E+19   2.6370813E+17   1.2077382E+02   3.4651111E+00
  4.4991786E-01   1.2151803E+19   2.6370813E+17   1.1613576E+02   7.3901899E+00
  4.4763739E-01   1.1573821E+19   2.6370813E+17   1.3964977E+02   6.9273434E+00
  4.4532354E-01   1.3402176E+19   2.8018989E+17   1.4609507E+02   6.6973596E+00
  4.4303027E-01   1.3747173E+19   2.7938980E+17   1.2575094E+02   5.7707071E+00
  4.4093861E-01   1.4555259E+19   2.6450821E+17   1.6360455E+02   7.6220929E+00
  4.3865860E-01   1.3944314E+19   2.4722637E+17   1.5019064E+02   6.9292626E+00
  4.3634384E-01   1.5838596E+19   2.8018989E+17   1.5894538E+02   7.3911495E+00
  4.3405788E-01   1.5656177E+19   2.9667164E+17   1.4137257E+02   6.4692950E+00
  4.3177192E-01   1.5473757E+19   2.8018989E+17   1.6767901E+02   7.3892303E+00
  4.2948185E-01   1.5588009E+19   2.9667164E+17   1.6534846E+02   6.6983192E+00
  4.2738928E-01   1.6462023E+19   2.9667164E+17   1.9073305E+02   8.3149233E+00
  4.2509601E-01   1.6807019E+19   2.9667164E+17   1.8008854E+02   6.9292626E+00
  4.2282057E-01   1.5866439E+19   2.8018989E+17   1.8191498E+02   7.3930687E+00
  4.2051404E-01   1.7167378E+19   2.8018989E+17   1.9990745E+02   9.4696404E+00
  4.1822442E-01   1.7248667E+19   2.9667164E+17   2.0265766E+02   9.2377374E+00
  4.1594303E-01   1.6736612E+19   3.1315340E+17   2.0910297E+02   8.5449071E+00
  4.1366165E-01   1.6224557E+19   3.1315340E+17   2.3956639E+02   1.0856261E+01
  4.1135283E-01   1.7690314E+19   3.1395349E+17   2.4970871E+02   1.1780994E+01
  4.0927352E-01   1.7608385E+19   3.2963516E+17   2.3352156E+02   9.7015435E+00
  4.0698985E-01   1.7261148E+19   3.2963516E+17   2.5659479E+02   1.0160552E+01
  4.0470252E-01   1.7177619E+19   2.9667164E+17   2.5564990E+02   1.0392455E+01
  4.0239553E-01   1.8511521E+19   2.9747173E+17   2.5054804E+02   1.0162471E+01
  4.0010317E-01   1.8790591E+19   3.1395349E+17   2.9302244E+02   1.5297763E+02
