  4.6384155E-01   2.3394070E+18   2.6886252E+17   1.2234115E+01   8.3522334E+00
  4.6024948E-01   3.9134381E+18   3.0049340E+17  -1.4658713E+00   7.5920211E+00
  4.5478593E-01   2.3560116E+18   1.8978531E+17   2.4312652E+01   6.5797516E+00
  4.5040208E-01   2.9178544E+18   2.6930447E+17   2.7315112E+01   7.0879068E+00
  4.4489054E-01   3.6382936E+18   2.2141619E+17   5.4105904E+01   1.0122695E+01
  4.3945098E-01   3.6940422E+18   2.2185814E+17   7.9378293E+01   1.4423830E+01
  4.3441931E-01   5.0150262E+18   2.6908349E+17   9.6046391E+01   1.2147234E+01
  4.3102866E-01   5.6084999E+18   2.6908349E+17   8.3360694E+01   9.6185805E+00
  4.2518121E-01   7.8784105E+18   3.0049340E+17   1.1723737E+02   1.0628829E+01
  4.2058142E-01   7.6178503E+18   2.8489894E+17   1.2479505E+02   1.0881897E+01
  4.1684540E-01   8.3694784E+18   2.6886252E+17   1.1413187E+02   1.0122695E+01
  4.1169376E-01   1.0102106E+19   2.8489894E+17   1.3333064E+02   9.1094150E+00
  4.0849506E-01   1.1771030E+19   3.3300819E+17   1.1659587E+02   8.0981558E+00
  4.0219174E-01   1.2396134E+19   3.3256624E+17   1.6008910E+02   9.8696274E+00
  4.0055670E-01   1.2894715E+19   3.3278721E+17  -1.0000000E+02   0.0000000E+00
  3.9615234E-01   1.3773309E+19   3.3234526E+17   1.9801486E+02   1.1895177E+01
