  4.9896009E-01   1.8841184E+18   3.9599833E+16   4.1612828E+01   3.6603876E+00
  4.9667296E-01   2.0591913E+18   6.1483952E+16   3.9896474E+01   4.0106640E+00
  4.9417726E-01   2.3113797E+18   5.9399750E+16   4.4134817E+01   3.6428738E+00
  4.9188889E-01   2.6052522E+18   5.9399750E+16   5.5063439E+01   5.0089515E+00
  4.8960175E-01   2.7803251E+18   5.9399750E+16   6.1998910E+01   6.6552503E+00
  4.8731708E-01   2.7177991E+18   7.9199667E+16   4.6972056E+01   3.6954153E+00
  4.8482550E-01   2.5739892E+18   5.9399750E+16   4.8548299E+01   4.6586752E+00
  4.8252808E-01   3.7390579E+18   7.9199667E+16   5.6814821E+01   4.9914377E+00
  4.8024218E-01   3.7953314E+18   7.9199667E+16   6.5081342E+01   4.3259127E+00
  4.7774854E-01   3.8495206E+18   9.8999583E+16   6.0702888E+01   4.9914377E+00
  4.7545112E-01   5.0145894E+18   1.3964152E+17   6.9599907E+01   4.3083988E+00
  4.7314835E-01   6.6944560E+18   1.8028345E+17   9.4504554E+01   5.6569627E+00
  4.7085216E-01   7.7407253E+18   1.5839933E+17   1.0077450E+02   5.6744765E+00
  4.6855351E-01   9.0245936E+18   1.5839933E+17   9.6396046E+01   4.0281778E+00
  4.6625979E-01   9.8332639E+18   1.7819925E+17   1.0532809E+02   4.3434265E+00
  4.6374764E-01   1.1669446E+19   1.9799917E+17   1.0823539E+02   3.6603876E+00
  4.6145804E-01   1.2082118E+19   1.7819925E+17   1.0918113E+02   3.6603876E+00
  4.5916308E-01   1.3009587E+19   1.7924135E+17   1.1412003E+02   3.3451389E+00
  4.5687307E-01   1.3461859E+19   2.1884118E+17   1.1905892E+02   3.9931502E+00
  4.5437861E-01   1.3595248E+19   1.9799917E+17   1.1930412E+02   3.6428738E+00
  4.5209188E-01   1.3730721E+19   1.9799917E+17   1.3289484E+02   4.3259127E+00
  4.4979240E-01   1.5093789E+19   2.1675698E+17   1.2918191E+02   4.6411614E+00
  4.4749992E-01   1.5783660E+19   2.1779908E+17   1.3877948E+02   4.3434265E+00
  4.4500587E-01   1.5877449E+19   2.1675698E+17   1.4708103E+02   4.3609403E+00
  4.4272120E-01   1.5814923E+19   2.1675698E+17   1.4862225E+02   4.6761890E+00
  4.4043900E-01   1.5514798E+19   1.9695707E+17   1.6354402E+02   4.9914377E+00
  4.3812595E-01   1.8184660E+19   2.3655690E+17   1.6249319E+02   5.0089515E+00
  4.3563149E-01   1.8318049E+19   2.3759900E+17   1.6077684E+02   5.0089515E+00
  4.3334353E-01   1.8572322E+19   2.5635682E+17   1.5972601E+02   4.6586752E+00
  4.3105269E-01   1.9103793E+19   2.5635682E+17   1.8326458E+02   5.3242002E+00
  4.2875444E-01   2.0348062E+19   2.5739892E+17   1.9352767E+02   5.6569627E+00
  4.2646484E-01   2.0760734E+19   2.7719883E+17   1.8981474E+02   5.3417140E+00
  4.2397326E-01   2.0616924E+19   2.3655690E+17   2.0340546E+02   5.9897252E+00
  4.2167501E-01   2.1861192E+19   2.5531471E+17   2.0631276E+02   5.9897252E+00
  4.1938006E-01   2.2788662E+19   2.7615673E+17   1.9394800E+02   5.0089515E+00
  4.1710485E-01   2.1815340E+19   2.7824093E+17   1.9223165E+02   4.9564101E+00
  4.1480661E-01   2.3059608E+19   2.9699875E+17   1.9251187E+02   4.9914377E+00
  4.1230310E-01   2.4064193E+19   2.5739892E+17   2.0477154E+02   5.3242002E+00
  4.1001843E-01   2.4001667E+19   2.5739892E+17   2.0039309E+02   5.0264653E+00
  4.0773499E-01   2.3820342E+19   2.5739892E+17   2.2326613E+02   5.3417140E+00
  4.0544086E-01   2.4668612E+19   2.7719883E+17   2.3016658E+02   5.6919903E+00
  4.0315249E-01   2.4962484E+19   2.7719883E+17   2.3780260E+02   6.0072390E+00
  4.0087440E-01   2.4266361E+19   3.1784077E+17   2.3675177E+02   6.0072390E+00
  3.9838488E-01   2.3924552E+19   2.5739892E+17   2.4834592E+02   6.0247529E+00
  3.9610021E-01   2.3862026E+19   2.3759900E+17   2.5857399E+02   6.3400016E+00
