  4.8645833E-01   1.0662412E+18   5.2816901E+16   2.7316579E+01   3.5886757E+00
  4.8416667E-01   6.8441901E+17   5.2816901E+16   7.2410394E+00   3.9874175E-01
  4.8208333E-01   9.3750000E+17   7.9225352E+16   1.1076160E+01   3.9874175E-01
  4.7979167E-01   1.3479313E+18   5.2816901E+16   2.0094923E+01   1.0037770E+00
  4.7750000E-01   1.8639965E+18   8.0325704E+16   1.9942625E+01   1.1962252E+00
  4.7520833E-01   4.0702025E+18   1.3149208E+17   5.8083381E+01   4.3653914E+00
  4.7291667E-01   3.7940141E+18   1.0508363E+17   5.3929821E+01   4.5786075E+00
  4.7062500E-01   4.6269806E+18   1.5790053E+17   6.4942293E+01   4.5855301E+00
  4.6854167E-01   3.2955546E+18   7.9225352E+16   3.6479332E+01   2.1930796E+00
  4.6604167E-01   5.8175616E+18   1.3259243E+17   7.7810022E+01   4.7918236E+00
  4.6395833E-01   4.5389525E+18   1.0563380E+17   5.5726928E+01   3.1899340E+00
  4.6166667E-01   7.2733275E+18   1.8595951E+17   7.7904169E+01   4.1937110E+00
  4.5937500E-01   7.4196743E+18   1.8375880E+17   8.7321674E+01   4.7849010E+00
  4.5708333E-01   7.2491197E+18   1.8485915E+17   7.6403349E+01   3.7949692E+00
  4.5458333E-01   6.8661972E+18   2.1126761E+17   6.7492579E+01   3.3893049E+00
  4.5270833E-01   7.2260123E+18   1.5845070E+17   7.2125183E+01   3.5748305E+00
  4.5041667E-01   8.6399648E+18   1.5845070E+17   8.5131363E+01   4.1867884E+00
  4.4812500E-01   9.9482835E+18   1.8485915E+17   9.1757676E+01   4.0012627E+00
  4.4583333E-01   9.8833627E+18   2.1126761E+17   8.1238093E+01   3.3893049E+00
  4.4375000E-01   1.0294894E+19   1.5845070E+17   7.8294604E+01   2.7911922E+00
  4.4125000E-01   1.2711268E+19   2.3767606E+17   1.2082152E+02   4.9773493E+00
  4.3916667E-01   1.1432658E+19   2.1181778E+17   1.0312458E+02   3.7949692E+00
  4.3708333E-01   1.3323063E+19   2.3822623E+17   1.1453580E+02   4.2075562E+00
  4.3458333E-01   1.3362676E+19   2.6463468E+17   1.3591556E+02   5.5893071E+00
  4.3229167E-01   1.1871699E+19   2.1181778E+17   1.0147147E+02   3.7949692E+00
  4.3000000E-01   1.3866637E+19   2.3767606E+17   1.2643990E+02   4.3861592E+00
  4.2791667E-01   1.7447183E+19   2.9049296E+17   1.4982721E+02   5.3830136E+00
  4.2562500E-01   1.4371699E+19   2.3767606E+17   1.1737683E+02   4.1937110E+00
  4.2333333E-01   1.7528609E+19   2.6298415E+17   1.2838930E+02   4.1798658E+00
  4.2104167E-01   1.7358055E+19   2.6353433E+17   1.4059800E+02   4.3930818E+00
  4.1875000E-01   1.6289613E+19   2.3822623E+17   1.3803941E+02   4.3930818E+00
  4.1645833E-01   1.6964129E+19   2.6408451E+17   1.3550851E+02   4.3792366E+00
  4.1416667E-01   1.8378081E+19   2.9049296E+17   1.5530714E+02   4.7918236E+00
  4.1229167E-01   1.6308319E+19   2.3767606E+17   1.6233220E+02   5.3760910E+00
  4.0979167E-01   1.9094410E+19   2.6408451E+17   1.7653460E+02   5.5893071E+00
  4.0750000E-01   1.9927377E+19   2.9049296E+17   1.8635085E+02   5.9949714E+00
  4.0520833E-01   1.9175836E+19   2.9104313E+17   2.0055325E+02   6.3867906E+00
  4.0312500E-01   1.9798636E+19   2.6463468E+17   2.3191540E+02   7.7823867E+00
  4.0083333E-01   2.0209067E+19   2.9104313E+17   2.1780714E+02   6.5861614E+00
  3.9854167E-01   2.0777949E+19   2.9104313E+17   2.0688882E+02   6.3867906E+00
  3.9625000E-01   2.2033451E+19   3.1745158E+17   1.9198308E+02   5.3899362E+00
 
